fdc_id,description,food_category_id
2006549,"mushrooms, king oyster",11
2006550,"mushrooms, king oyster",11
2006551,"mushrooms, king oyster",11
2006552,"mushrooms, king oyster",11
2006553,"mushrooms, king oyster",11
2006554,"mushrooms, king oyster",11
2006555,"mushrooms, king oyster",11
2006556,"mushrooms, king oyster",11
2006557,"mushrooms, king oyster",11
2006558,"mushrooms, king oyster",11
2006559,"mushrooms, king oyster",11
2006560,"mushrooms, king oyster",11
2006561,"mushrooms, king oyster",11
2006562,"mushrooms, king oyster",11
2006563,"mushrooms, king oyster",11
2006564,"mushrooms, king oyster",11
2006565,"mushrooms, king oyster",11
2006566,"mushrooms, king oyster",11
2006567,"mushrooms, king oyster",11
2006568,"mushrooms, hon-shimiji (beech), white",11
2006569,"mushrooms, hon-shimiji (beech), white",11
2006570,"mushrooms, hon-shimiji (beech), white",11
2006571,"mushrooms, hon-shimiji (beech), white",11
2006572,"mushrooms, hon-shimiji (beech), white",11
2006573,"mushrooms, hon-shimiji (beech), white",11
2006574,"mushrooms, hon-shimiji (beech), white",11
2006575,"mushrooms, hon-shimiji (beech), white",11
2006576,"mushrooms, hon-shimiji (beech), white",11
2006577,"mushrooms, hon-shimiji (beech), white",11
2006578,"mushrooms, hon-shimiji (beech), white",11
2006579,"mushrooms, hon-shimiji (beech), white",11
2006580,"mushrooms, hon-shimiji (beech), white",11
2006581,"mushrooms, hon-shimiji (beech), white",11
2006582,"mushrooms, hon-shimiji (beech), white",11
2006583,"mushrooms, hon-shimiji (beech), white",11
2006584,"mushrooms, hon-shimiji (beech), white",11
2006585,"mushrooms, hon-shimiji (beech), white",11
2006586,"mushrooms, hon-shimiji (beech), white",11
2006587,"mushrooms, hon-shimiji (beech), white",11
2006588,"mushrooms, hon-shimiji (beech), white",11
2006589,"mushrooms, hon-shimiji (beech), white",11
2006590,"mushrooms, hon-shimiji (beech), white",11
2006591,"mushrooms, hon-shimiji (beech), white",11
2006592,"mushrooms, hon-shimiji (beech), white",11
2006593,"mushrooms, hon-shimiji (beech), white",11
2006594,"mushrooms, hon-shimiji (beech), white",11
2006595,"mushrooms, hon-shimiji (beech), white",11
2006596,"mushrooms, hon-shimiji (beech), white",11
2006597,"mushrooms, hon-shimiji (beech), white",11
2006598,"mushrooms, hon-shimiji (beech), white",11
2006599,"mushrooms, hon-shimiji (beech), white",11
2006600,"mushrooms, hon-shimiji (beech), white",11
2006601,"mushrooms, hon-shimiji (beech), white",11
2006602,"mushrooms, hon-shimiji (beech), white",11
2006603,"mushrooms, hon-shimiji (beech), white",11
2006604,"mushrooms, hon-shimiji (beech), white",11
2006605,"mushrooms, hon-shimiji (beech), white",11
2006606,"mushrooms, hon-shimiji (beech), white",11
2006607,"mushrooms, hon-shimiji (beech), white",11
2006608,"mushrooms, hon-shimiji (beech), white",11
2006609,"mushrooms, hon-shimiji (beech), white",11
2006610,"mushrooms, hon-shimiji (beech), white",11
2006611,"mushrooms, hon-shimiji (beech), white",11
2006612,"mushrooms, hon-shimiji (beech), white",11
2006613,"mushrooms, hon-shimiji (beech), white",11
2006614,"mushrooms, hon-shimiji (beech), white",11
2006615,"mushrooms, hon-shimiji (beech), white",11
2006616,"mushrooms, hon-shimiji (beech), white",11
2006617,"mushrooms, hon-shimiji (beech), white",11
2006618,"mushrooms, hon-shimiji (beech), white",11
2006619,"mushrooms, hon-shimiji (beech), white",11
2006620,"mushrooms, hon-shimiji (beech), white",11
2006621,"mushrooms, hon-shimiji (beech), white",11
2006622,"mushrooms, hon-shimiji (beech), white",11
2006623,"mushrooms, hon-shimiji (beech), white",11
2006624,"mushrooms, hon-shimiji (beech), white",11
2006625,"mushrooms, hon-shimiji (beech), white",11
2006626,"mushrooms, hon-shimiji (beech), white",11
2006627,"mushrooms, hon-shimiji (beech), white",11
2006628,"mushrooms, hon-shimiji (beech), white",11
2006629,"mushrooms, hon-shimiji (beech), white",11
2006630,"mushrooms, hon-shimiji (beech), white",11
2006631,"mushrooms, hon-shimiji (beech), white",11
2006632,"mushrooms, hon-shimiji (beech), white",11
2006633,"mushrooms, hon-shimiji (beech), white",11
2006634,"mushrooms, hon-shimiji (beech), white",11
2006635,"mushrooms, hon-shimiji (beech), white",11
2006636,"mushrooms, hon-shimiji (beech), white",11
2006637,"mushrooms, hon-shimiji (beech), white",11
2006638,"mushrooms, hon-shimiji (beech), white",11
2006639,"mushrooms, hon-shimiji (beech), white",11
2006640,"mushrooms, hon-shimiji (beech), white",11
2006641,"mushrooms, hon-shimiji (beech), white",11
2006642,"mushrooms, hon-shimiji (beech), white",11
2006643,"mushrooms, hon-shimiji (beech), white",11
2006644,"mushrooms, hon-shimiji (beech), white",11
2006645,"mushrooms, hon-shimiji (beech), white",11
2006646,"mushrooms, hon-shimiji (beech), white",11
2006647,"mushrooms, hon-shimiji (beech), white",11
2006648,"mushrooms, hon-shimiji (beech), white",11
2006649,"mushrooms, hon-shimiji (beech), white",11
2006650,"mushrooms, hon-shimiji (beech), white",11
2006651,"mushrooms, hon-shimiji (beech), white",11
2006652,"mushrooms, hon-shimiji (beech), white",11
2006653,"mushrooms, hon-shimiji (beech), white",11
2006654,"mushrooms, hon-shimiji (beech), white",11
2006655,"mushrooms, hon-shimiji (beech), white",11
2006656,"mushrooms, hon-shimiji (beech), white",11
2006657,"mushrooms, hon-shimiji (beech), white",11
2006658,"mushrooms, hon-shimiji (beech), white",11
2006659,"mushrooms, hon-shimiji (beech), white",11
2006660,"mushrooms, hon-shimiji (beech), white",11
2006661,"mushrooms, hon-shimiji (beech), white",11
2006662,"mushrooms, hon-shimiji (beech), white",11
2006663,"mushrooms, hon-shimiji (beech), white",11
2006664,"mushrooms, hon-shimiji (beech), white",11
2006665,"mushrooms, hon-shimiji (beech), white",11
2006666,"mushrooms, hon-shimiji (beech), white",11
2006667,"mushrooms, hon-shimiji (beech), white",11
2006668,"mushrooms, hon-shimiji (beech), white",11
2006669,"mushrooms, hon-shimiji (beech), white",11
2006670,"mushrooms, hon-shimiji (beech), white",11
2006671,"mushrooms, hon-shimiji (beech), white",11
2006672,"mushrooms, hon-shimiji (beech), white",11
2006673,"mushrooms, hon-shimiji (beech), white",11
2006674,"mushrooms, hon-shimiji (beech), white",11
2006675,"mushrooms, hon-shimiji (beech), white",11
2006676,"mushrooms, hon-shimiji (beech), white",11
2006677,"mushrooms, hon-shimiji (beech), white",11
2006678,"mushrooms, hon-shimiji (beech), white",11
2006679,"mushrooms, hon-shimiji (beech), white",11
2006680,"mushrooms, hon-shimiji (beech), white",11
2006681,"mushrooms, hon-shimiji (beech), white",11
2006682,"mushrooms, hon-shimiji (beech), white",11
2006683,"mushrooms, hon-shimiji (beech), white",11
2006684,"mushrooms, hon-shimiji (beech), white",11
2006685,"mushrooms, hon-shimiji (beech), white",11
2006686,"mushrooms, hon-shimiji (beech), white",11
2006687,"mushrooms, hon-shimiji (beech), white",11
2006688,"mushrooms, hon-shimiji (beech), white",11
2006689,"mushrooms, hon-shimiji (beech), white",11
2006690,"mushrooms, hon-shimiji (beech), white",11
2006691,"mushrooms, hon-shimiji (beech), white",11
2006692,"mushrooms, hon-shimiji (beech), white",11
2006693,"mushrooms, hon-shimiji (beech), white",11
2006694,"mushrooms, hon-shimiji (beech), white",11
2006695,"mushrooms, hon-shimiji (beech), white",11
2006696,"mushrooms, hon-shimiji (beech), white",11
2006697,"mushrooms, hon-shimiji (beech), white",11
2006698,"mushrooms, hon-shimiji (beech), white",11
2006699,"mushrooms, hon-shimiji (beech), white",11
2006700,"mushrooms, hon-shimiji (beech), white",11
2006701,"mushrooms, hon-shimiji (beech), white",11
2006702,"mushrooms, hon-shimiji (beech), white",11
2006703,"mushrooms, hon-shimiji (beech), white",11
2006704,"mushrooms, hon-shimiji (beech), white",11
2006705,"mushrooms, hon-shimiji (beech), white",11
2006706,"mushrooms, hon-shimiji (beech), white",11
2006707,"mushrooms, hon-shimiji (beech), white",11
2006708,"mushrooms, hon-shimiji (beech), white",11
2006709,"mushrooms, hon-shimiji (beech), white",11
2006710,"mushrooms, hon-shimiji (beech), white",11
2006711,"mushrooms, hon-shimiji (beech), white",11
2006712,"mushrooms, crimini",11
2006713,"mushrooms, crimini",11
2006714,"mushrooms, crimini",11
2006715,"mushrooms, crimini",11
2006716,"mushrooms, crimini",11
2006717,"mushrooms, crimini",11
2006718,"mushrooms, crimini",11
2006719,"mushrooms, crimini",11
2006720,"mushrooms, crimini",11
2006721,"mushrooms, crimini",11
2006722,"mushrooms, crimini",11
2006723,"mushrooms, crimini",11
2006724,"mushrooms, crimini",11
2006725,"mushrooms, crimini",11
2006726,"mushrooms, crimini",11
2006727,"mushrooms, crimini",11
2006728,"mushrooms, crimini",11
2006729,"mushrooms, crimini",11
2006730,"mushrooms, crimini",11
2006731,"mushrooms, crimini",11
2006732,"mushrooms, crimini",11
2006733,"mushrooms, crimini",11
2006734,"mushrooms, crimini",11
2006735,"mushrooms, crimini",11
2006736,"mushrooms, crimini",11
2006737,"mushrooms, crimini",11
2006738,"mushrooms, crimini",11
2006739,"mushrooms, crimini",11
2006740,"mushrooms, crimini",11
2006741,"mushrooms, crimini",11
2006742,"mushrooms, crimini",11
2006743,"mushrooms, crimini",11
2006744,"mushrooms, crimini",11
2006745,"mushrooms, crimini",11
2006746,"mushrooms, crimini",11
2006747,"mushrooms, crimini",11
2006748,"mushrooms, crimini",11
2006749,"mushrooms, crimini",11
2006750,"mushrooms, crimini",11
2006751,"mushrooms, crimini",11
2006752,"mushrooms, crimini",11
2006753,"mushrooms, crimini",11
2006754,"mushrooms, crimini",11
2006755,"mushrooms, crimini",11
2006756,"mushrooms, crimini",11
2006757,"mushrooms, crimini",11
2006758,"mushrooms, crimini",11
2006759,"mushrooms, crimini",11
2006760,"mushrooms, crimini",11
2006761,"mushrooms, crimini",11
2006762,"mushrooms, crimini",11
2006763,"mushrooms, crimini",11
2006764,"mushrooms, crimini",11
2006765,"mushrooms, crimini",11
2006766,"mushrooms, crimini",11
2006767,"mushrooms, crimini",11
2006768,"mushrooms, crimini",11
2006769,"mushrooms, crimini",11
2006770,"mushrooms, crimini",11
2006771,"mushrooms, crimini",11
2006772,"mushrooms, crimini",11
2006773,"mushrooms, crimini",11
2006774,"mushrooms, crimini",11
2006775,"mushrooms, crimini",11
2006776,"mushrooms, crimini",11
2006777,"mushrooms, crimini",11
2006778,"mushrooms, crimini",11
2006779,"mushrooms, crimini",11
2006780,"mushrooms, crimini",11
2006781,"mushrooms, crimini",11
2006782,"mushrooms, crimini",11
2006783,"mushrooms, crimini",11
2006784,"mushrooms, crimini",11
2006785,"mushrooms, crimini",11
2006786,"mushrooms, crimini",11
2006787,"mushrooms, crimini",11
2006788,"mushrooms, crimini",11
2006789,"mushrooms, crimini",11
2006790,"mushrooms, crimini",11
2006791,"mushrooms, crimini",11
2006792,"mushrooms, crimini",11
2006793,"mushrooms, crimini",11
2006794,"mushrooms, crimini",11
2006795,"mushrooms, crimini",11
2006796,"mushrooms, crimini",11
2006797,"mushrooms, crimini",11
2006798,"mushrooms, crimini",11
2006799,"mushrooms, crimini",11
2006800,"mushrooms, crimini",11
2006801,"mushrooms, crimini",11
2006802,"mushrooms, crimini",11
2006803,"mushrooms, crimini",11
2006804,"mushrooms, crimini",11
2006805,"mushrooms, crimini",11
2006806,"mushrooms, crimini",11
2006807,"mushrooms, crimini",11
2006808,"mushrooms, crimini",11
2006809,"mushrooms, crimini",11
2006810,"mushrooms, crimini",11
2006811,"mushrooms, crimini",11
2006812,"mushrooms, crimini",11
2006813,"mushrooms, crimini",11
2006814,"mushrooms, crimini",11
2006815,"mushrooms, crimini",11
2006816,"mushrooms, crimini",11
2006817,"mushrooms, crimini",11
2006818,"mushrooms, crimini",11
2006819,"mushrooms, crimini",11
2006820,"mushrooms, maitake",11
2006821,"mushrooms, maitake",11
2006822,"mushrooms, maitake",11
2006823,"mushrooms, maitake",11
2006824,"mushrooms, maitake",11
2006825,"mushrooms, maitake",11
2006826,"mushrooms, maitake",11
2006827,"mushrooms, maitake",11
2006828,"mushrooms, maitake",11
2006829,"mushrooms, maitake",11
2006830,"mushrooms, maitake",11
2006831,"mushrooms, maitake",11
2006832,"mushrooms, maitake",11
2006833,"mushrooms, maitake",11
2006834,"mushrooms, maitake",11
2006835,"mushrooms, maitake",11
2006836,"mushrooms, maitake",11
2006837,"mushrooms, maitake",11
2006838,"mushrooms, maitake",11
2006839,"mushrooms, maitake",11
2006840,"mushrooms, maitake",11
2006841,"mushrooms, maitake",11
2006842,"mushrooms, maitake",11
2006843,"mushrooms, maitake",11
2006844,"mushrooms, maitake",11
2006845,"mushrooms, maitake",11
2006846,"mushrooms, maitake",11
2006847,"mushrooms, maitake",11
2006848,"mushrooms, maitake",11
2006849,"mushrooms, maitake",11
2006850,"mushrooms, maitake",11
2006851,"mushrooms, maitake",11
2006852,"mushrooms, maitake",11
2006853,"mushrooms, maitake",11
2006854,"mushrooms, maitake",11
2006855,"mushrooms, maitake",11
2006856,"mushrooms, maitake",11
2006857,"mushrooms, maitake",11
2006858,"mushrooms, maitake",11
2006859,"mushrooms, maitake",11
2006860,"mushrooms, maitake",11
2006861,"mushrooms, maitake",11
2006862,"mushrooms, maitake",11
2006863,"mushrooms, maitake",11
2006864,"mushrooms, maitake",11
2006865,"mushrooms, maitake",11
2006866,"mushrooms, maitake",11
2006867,"mushrooms, maitake",11
2006868,"mushrooms, maitake",11
2006869,"mushrooms, maitake",11
2006870,"mushrooms, maitake",11
2006871,"mushrooms, maitake",11
2006872,"mushrooms, maitake",11
2006873,"mushrooms, maitake",11
2006874,"mushrooms, maitake",11
2006875,"mushrooms, maitake",11
2006876,"mushrooms, maitake",11
2006877,"mushrooms, maitake",11
2006878,"mushrooms, maitake",11
2006879,"mushrooms, maitake",11
2006880,"mushrooms, maitake",11
2006881,"mushrooms, maitake",11
2006882,"mushrooms, maitake",11
2006883,"mushrooms, maitake",11
2006884,"mushrooms, maitake",11
2006885,"mushrooms, maitake",11
2006886,"mushrooms, maitake",11
2006887,"mushrooms, maitake",11
2006888,"mushrooms, maitake",11
2006889,"mushrooms, maitake",11
2006890,"mushrooms, maitake",11
2006891,"mushrooms, maitake",11
2006892,"mushrooms, maitake",11
2006893,"mushrooms, maitake",11
2006894,"mushrooms, maitake",11
2006895,"mushrooms, maitake",11
2006896,"mushrooms, maitake",11
2006897,"mushrooms, maitake",11
2006898,"mushrooms, maitake",11
2006899,"mushrooms, maitake",11
2006900,"mushrooms, maitake",11
2006901,"mushrooms, maitake",11
2006902,"mushrooms, maitake",11
2006903,"mushrooms, maitake",11
2006904,"mushrooms, maitake",11
2006905,"mushrooms, maitake",11
2006906,"mushrooms, maitake",11
2006907,"mushrooms, maitake",11
2006908,"mushrooms, maitake",11
2006909,"mushrooms, maitake",11
2006910,"mushrooms, maitake",11
2006911,"mushrooms, maitake",11
2006912,"mushrooms, maitake",11
2006913,"mushrooms, maitake",11
2006914,"mushrooms, maitake",11
2006915,"mushrooms, maitake",11
2006916,"mushrooms, maitake",11
2006917,"mushrooms, maitake",11
2006918,"mushrooms, maitake",11
2006919,"mushrooms, maitake",11
2006920,"mushrooms, maitake",11
2006921,"mushrooms, maitake",11
2006922,"mushrooms, maitake",11
2006923,"mushrooms, maitake",11
2006924,"mushrooms, maitake",11
2006925,"mushrooms, maitake",11
2006926,"mushrooms, maitake",11
2006927,"mushrooms, maitake",11
2006928,"mushrooms, maitake",11
2006929,"mushrooms, maitake",11
2006930,"mushrooms, maitake",11
2006931,"mushrooms, maitake",11
2006932,"mushrooms, maitake",11
2006933,"mushrooms, maitake",11
2006934,"mushrooms, maitake",11
2006935,"mushrooms, maitake",11
2006936,"mushrooms, maitake",11
2006937,"mushrooms, maitake",11
2006938,"mushrooms, maitake",11
2006939,"mushrooms, maitake",11
2006940,"mushrooms, maitake",11
2006941,"mushrooms, maitake",11
2006942,"mushrooms, maitake",11
2006943,"mushrooms, maitake",11
2006944,"mushrooms, maitake",11
2006945,"mushrooms, maitake",11
2006946,"mushrooms, maitake",11
2006947,"mushrooms, maitake",11
2006948,"mushrooms, maitake",11
2006949,"mushrooms, maitake",11
2006950,"mushrooms, maitake",11
2006951,"mushrooms, maitake",11
2006952,"mushrooms, maitake",11
2006953,"mushrooms, maitake",11
2006954,"mushrooms, maitake",11
2006955,"mushrooms, maitake",11
2006956,"mushrooms, maitake",11
2006957,"mushrooms, maitake",11
2006958,"mushrooms, maitake",11
2006959,"mushrooms, maitake",11
2006960,"mushrooms, maitake",11
2006961,"mushrooms, maitake",11
2006962,"mushrooms, pioppini",11
2006963,"mushrooms, pioppini",11
2006964,"mushrooms, pioppini",11
2006965,"mushrooms, pioppini",11
2006966,"mushrooms, pioppini",11
2006967,"mushrooms, pioppini",11
2006968,"mushrooms, pioppini",11
2006969,"mushrooms, pioppini",11
2006970,"mushrooms, pioppini",11
2006971,"mushrooms, pioppini",11
2006972,"mushrooms, pioppini",11
2006973,"mushrooms, pioppini",11
2006974,"mushrooms, pioppini",11
2006975,"mushrooms, pioppini",11
2006976,"mushrooms, pioppini",11
2006977,"mushrooms, pioppini",11
2006978,"mushrooms, pioppini",11
2006979,"mushrooms, pioppini",11
2006980,"mushrooms, pioppini",11
2006981,"mushrooms, pioppini",11
2006982,"mushrooms, pioppini",11
2006983,"mushrooms, pioppini",11
2006984,"mushrooms, pioppini",11
2006985,"mushrooms, pioppini",11
2006986,"mushrooms, pioppini",11
2006987,"mushrooms, pioppini",11
2006988,"mushrooms, pioppini",11
2006989,"mushrooms, pioppini",11
2006990,"mushrooms, pioppini",11
2006991,"mushrooms, pioppini",11
2006992,"mushrooms, pioppini",11
2006993,"mushrooms, pioppini",11
2006994,"mushrooms, pioppini",11
2006995,"mushrooms, pioppini",11
2006996,"mushrooms, pioppini",11
2006997,"mushrooms, pioppini",11
2006998,"mushrooms, pioppini",11
2006999,"mushrooms, pioppini",11
2007000,"mushrooms, pioppini",11
2007001,"mushrooms, pioppini",11
2007002,"mushrooms, pioppini",11
2007003,"mushrooms, pioppini",11
2007004,"mushrooms, pioppini",11
2007005,"mushrooms, pioppini",11
2007006,"mushrooms, pioppini",11
2007007,"mushrooms, pioppini",11
2007008,"mushrooms, pioppini",11
2007009,"mushrooms, pioppini",11
2007010,"mushrooms, pioppini",11
2007011,"mushrooms, pioppini",11
2007012,"mushrooms, pioppini",11
2007013,"mushrooms, pioppini",11
2007014,"mushrooms, pioppini",11
2007015,"mushrooms, pioppini",11
2007016,"mushrooms, pioppini",11
2007017,"mushrooms, pioppini",11
2007018,"mushrooms, pioppini",11
2007019,"mushrooms, pioppini",11
2007020,"mushrooms, pioppini",11
2007021,"mushrooms, pioppini",11
2007022,"mushrooms, pioppini",11
2007023,"mushrooms, pioppini",11
2007024,"mushrooms, pioppini",11
2007025,"mushrooms, pioppini",11
2007026,"mushrooms, pioppini",11
2007027,"mushrooms, pioppini",11
2007028,"mushrooms, pioppini",11
2007029,"mushrooms, pioppini",11
2007030,"mushrooms, pioppini",11
2007031,"mushrooms, pioppini",11
2007032,"mushrooms, pioppini",11
2007033,"mushrooms, pioppini",11
2007034,"mushrooms, pioppini",11
2007035,"mushrooms, pioppini",11
2007036,"mushrooms, pioppini",11
2007037,"mushrooms, pioppini",11
2007038,"mushrooms, pioppini",11
2007039,"mushrooms, pioppini",11
2007040,"mushrooms, pioppini",11
2007041,"mushrooms, pioppini",11
2007042,"mushrooms, pioppini",11
2007043,"mushrooms, pioppini",11
2007044,"mushrooms, pioppini",11
2007045,"mushrooms, pioppini",11
2007046,"mushrooms, pioppini",11
2007047,"mushrooms, pioppini",11
2007048,"mushrooms, pioppini",11
2007049,"mushrooms, pioppini",11
2007050,"mushrooms, pioppini",11
2007051,"mushrooms, pioppini",11
2007052,"mushrooms, pioppini",11
2007053,"mushrooms, pioppini",11
2007054,"mushrooms, pioppini",11
2007055,"mushrooms, pioppini",11
2007056,"mushrooms, pioppini",11
2007057,"mushrooms, pioppini",11
2007058,"mushrooms, pioppini",11
2007059,"mushrooms, pioppini",11
2007060,"mushrooms, pioppini",11
2007061,"mushrooms, pioppini",11
2007062,"mushrooms, pioppini",11
2007063,"mushrooms, pioppini",11
2007064,"mushrooms, pioppini",11
2007065,"mushrooms, pioppini",11
2007066,"mushrooms, pioppini",11
2007067,"mushrooms, pioppini",11
2007068,"mushrooms, pioppini",11
2007069,"mushrooms, pioppini",11
2007070,"mushrooms, pioppini",11
2007071,"mushrooms, pioppini",11
2007072,"mushrooms, pioppini",11
2007073,"mushrooms, pioppini",11
2007074,"mushrooms, pioppini",11
2007075,"mushrooms, pioppini",11
2007076,"mushrooms, pioppini",11
2007077,"mushrooms, pioppini",11
2007078,"mushrooms, pioppini",11
2007079,"mushrooms, pioppini",11
2007080,"mushrooms, pioppini",11
2007081,"mushrooms, pioppini",11
2007082,"mushrooms, pioppini",11
2007083,"mushrooms, pioppini",11
2007084,"mushrooms, pioppini",11
2007085,"mushrooms, pioppini",11
2007086,"mushrooms, pioppini",11
2007087,"mushrooms, pioppini",11
2007088,"mushrooms, pioppini",11
2007089,"mushrooms, pioppini",11
2007090,"mushrooms, pioppini",11
2007091,"mushrooms, pioppini",11
2007092,"mushrooms, pioppini",11
2007093,"mushrooms, pioppini",11
2007094,"mushrooms, pioppini",11
2007095,"mushrooms, pioppini",11
2007096,"mushrooms, pioppini",11
2007097,"mushrooms, enoki",11
2007098,"mushrooms, enoki",11
2007099,"mushrooms, enoki",11
2007100,"mushrooms, enoki",11
2007101,"mushrooms, enoki",11
2007102,"mushrooms, enoki",11
2007103,"mushrooms, enoki",11
2007104,"mushrooms, enoki",11
2007105,"mushrooms, enoki",11
2007106,"mushrooms, enoki",11
2007107,"mushrooms, enoki",11
2007108,"mushrooms, enoki",11
2007109,"mushrooms, enoki",11
2007110,"mushrooms, enoki",11
2007111,"mushrooms, enoki",11
2007112,"mushrooms, enoki",11
2007113,"mushrooms, enoki",11
2007114,"mushrooms, enoki",11
2007115,"mushrooms, enoki",11
2007116,"mushrooms, enoki",11
2007117,"mushrooms, enoki",11
2007118,"mushrooms, enoki",11
2007119,"mushrooms, enoki",11
2007120,"mushrooms, enoki",11
2007121,"mushrooms, enoki",11
2007122,"mushrooms, enoki",11
2007123,"mushrooms, enoki",11
2007124,"mushrooms, enoki",11
2007125,"mushrooms, enoki",11
2007126,"mushrooms, enoki",11
2007127,"mushrooms, enoki",11
2007128,"mushrooms, enoki",11
2007129,"mushrooms, enoki",11
2007130,"mushrooms, enoki",11
2007131,"mushrooms, enoki",11
2007132,"mushrooms, enoki",11
2007133,"mushrooms, enoki",11
2007134,"mushrooms, enoki",11
2007135,"mushrooms, enoki",11
2007136,"mushrooms, enoki",11
2007137,"mushrooms, enoki",11
2007138,"mushrooms, enoki",11
2007139,"mushrooms, enoki",11
2007140,"mushrooms, enoki",11
2007141,"mushrooms, enoki",11
2007142,"mushrooms, enoki",11
2007143,"mushrooms, enoki",11
2007144,"mushrooms, enoki",11
2007145,"mushrooms, enoki",11
2007146,"mushrooms, enoki",11
2007147,"mushrooms, enoki",11
2007148,"mushrooms, enoki",11
2007149,"mushrooms, enoki",11
2007150,"mushrooms, enoki",11
2007151,"mushrooms, enoki",11
2007152,"mushrooms, enoki",11
2007153,"mushrooms, enoki",11
2007154,"mushrooms, enoki",11
2007155,"mushrooms, enoki",11
2007156,"mushrooms, enoki",11
2007157,"mushrooms, enoki",11
2007158,"mushrooms, enoki",11
2007159,"mushrooms, enoki",11
2007160,"mushrooms, enoki",11
2007161,"mushrooms, enoki",11
2007162,"mushrooms, enoki",11
2007163,"mushrooms, enoki",11
2007164,"mushrooms, enoki",11
2007165,"mushrooms, enoki",11
2007166,"mushrooms, enoki",11
2007167,"mushrooms, enoki",11
2007168,"mushrooms, enoki",11
2007169,"mushrooms, enoki",11
2007170,"mushrooms, enoki",11
2007171,"mushrooms, enoki",11
2007172,"mushrooms, enoki",11
2007173,"mushrooms, enoki",11
2007174,"mushrooms, enoki",11
2007175,"mushrooms, enoki",11
2007176,"mushrooms, enoki",11
2007177,"mushrooms, enoki",11
2007178,"mushrooms, enoki",11
2007179,"mushrooms, enoki",11
2007180,"mushrooms, enoki",11
2007181,"mushrooms, enoki",11
2007182,"mushrooms, enoki",11
2007183,"mushrooms, enoki",11
2007184,"mushrooms, enoki",11
2007185,"mushrooms, enoki",11
2007186,"mushrooms, enoki",11
2007187,"mushrooms, enoki",11
2007188,"mushrooms, enoki",11
2007189,"mushrooms, enoki",11
2007190,"mushrooms, enoki",11
2007191,"mushrooms, enoki",11
2007192,"mushrooms, enoki",11
2007193,"mushrooms, enoki",11
2007194,"mushrooms, enoki",11
2007195,"mushrooms, enoki",11
2007196,"mushrooms, enoki",11
2007197,"mushrooms, enoki",11
2007198,"mushrooms, enoki",11
2007199,"mushrooms, enoki",11
2007200,"mushrooms, enoki",11
2007201,"mushrooms, enoki",11
2007202,"mushrooms, enoki",11
2007203,"mushrooms, enoki",11
2007204,"mushrooms, enoki",11
2007205,"mushrooms, portabella",11
2007206,"mushrooms, portabella",11
2007207,"mushrooms, portabella",11
2007208,"mushrooms, portabella",11
2007209,"mushrooms, portabella",11
2007210,"mushrooms, portabella",11
2007211,"mushrooms, portabella",11
2007212,"mushrooms, portabella",11
2007213,"mushrooms, portabella",11
2007214,"mushrooms, portabella",11
2007215,"mushrooms, portabella",11
2007216,"mushrooms, portabella",11
2007217,"mushrooms, king oyster",11
2007218,"mushrooms, king oyster",11
2007219,"mushrooms, king oyster",11
2007220,"mushrooms, king oyster",11
2007221,"mushrooms, king oyster",11
2007222,"mushrooms, king oyster",11
2007223,"mushrooms, king oyster",11
2007224,"mushrooms, king oyster",11
2007225,"mushrooms, king oyster",11
2007226,"mushrooms, king oyster",11
2007227,"mushrooms, king oyster",11
2007228,"mushrooms, king oyster",11
2007229,"mushrooms, king oyster",11
2007230,"mushrooms, king oyster",11
2007231,"mushrooms, king oyster",11
2007232,"mushrooms, king oyster",11
2007233,"mushrooms, hon-shimiji (beech), white",11
2007234,"mushrooms, hon-shimiji (beech), white",11
2007235,"mushrooms, hon-shimiji (beech), white",11
2007236,"mushrooms, hon-shimiji (beech), white",11
2007237,"mushrooms, hon-shimiji (beech), white",11
2007238,"mushrooms, hon-shimiji (beech), white",11
2007239,"mushrooms, hon-shimiji (beech), white",11
2007240,"mushrooms, hon-shimiji (beech), white",11
2007241,"mushrooms, hon-shimiji (beech), white",11
2007242,"mushrooms, hon-shimiji (beech), white",11
2007243,"mushrooms, hon-shimiji (beech), white",11
2007244,"mushrooms, hon-shimiji (beech), white",11
2007245,"mushrooms, hon-shimiji (beech), white",11
2007246,"mushrooms, hon-shimiji (beech), white",11
2007247,"mushrooms, hon-shimiji (beech), white",11
2007248,"mushrooms, hon-shimiji (beech), white",11
2007249,"mushrooms, crimini",11
2007250,"mushrooms, crimini",11
2007251,"mushrooms, crimini",11
2007252,"mushrooms, crimini",11
2007253,"mushrooms, crimini",11
2007254,"mushrooms, crimini",11
2007255,"mushrooms, crimini",11
2007256,"mushrooms, crimini",11
2007257,"mushrooms, crimini",11
2007258,"mushrooms, crimini",11
2007259,"mushrooms, crimini",11
2007260,"mushrooms, crimini",11
2007261,"mushrooms, maitake",11
2007262,"mushrooms, maitake",11
2007263,"mushrooms, maitake",11
2007264,"mushrooms, maitake",11
2007265,"mushrooms, maitake",11
2007266,"mushrooms, maitake",11
2007267,"mushrooms, maitake",11
2007268,"mushrooms, maitake",11
2007269,"mushrooms, maitake",11
2007270,"mushrooms, maitake",11
2007271,"mushrooms, maitake",11
2007272,"mushrooms, maitake",11
2007273,"mushrooms, maitake",11
2007274,"mushrooms, maitake",11
2007275,"mushrooms, maitake",11
2007276,"mushrooms, maitake",11
